image_name,source_video,original_frame_index,timestamp_sec,width,height
scan_record_20260607_163433_726.jpg,scan_record.avi,259,12.950,640,480
scan_record_20260607_163513_242.jpg,scan_record.avi,0,0.000,640,480
scan_record_20260607_163513_266.jpg,scan_record.avi,7,0.350,640,480
scan_record_20260607_163513_289.jpg,scan_record.avi,14,0.700,640,480
scan_record_20260607_163513_314.jpg,scan_record.avi,21,1.050,640,480
scan_record_20260607_163513_336.jpg,scan_record.avi,28,1.400,640,480
scan_record_20260607_163513_359.jpg,scan_record.avi,35,1.750,640,480
scan_record_20260607_163513_382.jpg,scan_record.avi,42,2.100,640,480
scan_record_20260607_163513_406.jpg,scan_record.avi,49,2.450,640,480
scan_record_20260607_163513_429.jpg,scan_record.avi,56,2.800,640,480
scan_record_20260607_163513_454.jpg,scan_record.avi,63,3.150,640,480
scan_record_20260607_163513_476.jpg,scan_record.avi,70,3.500,640,480
scan_record_20260607_163513_499.jpg,scan_record.avi,77,3.850,640,480
scan_record_20260607_163513_522.jpg,scan_record.avi,84,4.200,640,480
scan_record_20260607_163513_547.jpg,scan_record.avi,91,4.550,640,480
scan_record_20260607_163513_572.jpg,scan_record.avi,98,4.900,640,480
scan_record_20260607_163513_596.jpg,scan_record.avi,105,5.250,640,480
scan_record_20260607_163513_621.jpg,scan_record.avi,112,5.600,640,480
scan_record_20260607_163513_644.jpg,scan_record.avi,119,5.950,640,480
scan_record_20260607_163513_668.jpg,scan_record.avi,126,6.300,640,480
scan_record_20260607_163513_693.jpg,scan_record.avi,133,6.650,640,480
scan_record_20260607_163513_717.jpg,scan_record.avi,140,7.000,640,480
scan_record_20260607_163513_741.jpg,scan_record.avi,147,7.350,640,480
scan_record_20260607_163513_765.jpg,scan_record.avi,154,7.700,640,480
scan_record_20260607_163513_789.jpg,scan_record.avi,161,8.050,640,480
scan_record_20260607_163513_814.jpg,scan_record.avi,168,8.400,640,480
scan_record_20260607_163513_837.jpg,scan_record.avi,175,8.750,640,480
